ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
342,01:082:485,Surrealism (3),"The origins and influences of surrealist art forms and   their relationship to Freudianism. Fantastic art, psychotic art,   and related tendencies.","Prerequisites: 01:082:389, 390 or permission of   instructor.",Art History,082
343,01:082:486,Special Topics in Medieval Art   History (3),"Particular genre, medium, monument, or area within   Medieval art (e.g.: ivory carving, seals, the Bayeux tapestry, Chartres   cathedral).","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
344,01:082:487,Seminar: Special Topics in Modern Art   (3),"Specialized study in 19th- and 20th-century art and architecture. Seminar may be organized by the time period,   thematic content, artistic movement,   artist, type of monument, or genre.",Prerequisite: 01:082:106 or permission of instructor.,Art History,082
345,01:082:488,Seminar: Special Topics in American   Art (3),"Specialized study in American art. Seminar considers   various topics, such as artists, monuments, artistic movements, genres,    and periods.","Prerequisites: 01:082:105,106 or permission of   instructor.",Art History,082
346,01:082:489,Public Policy and the Arts (3),"Uniquely American public policies that have created a   vigorous world-class arts culture. Changes in domestic and international   politics, market economics, globalization, and technology reshaping the   cultural policy debate worldwide.",Credit not given for both this course and 10:975:499.,Art History,082
347,"01:082:491,492","Seminar in Art History (3,3)",Advanced study in selected area of art history.,Required of art history majors. Others need permission   of instructor.,Art History,082
348,"01:082:493,494","Individual Studies in Art History   (3,3)",Guided independent research in a particular area of   interest.,Open only to seniors in art history or by special   permission of instructor.,Art History,082
349,"01:082:495,496","Internship in Art History (3,3)","Open only to majors. Supervised internship, usually at   a museum or gallery. Permission required.","Prerequisites: 01:082:105,106. Permission required.",Art History,082
350,01:082:497-498,"Honors in Art History (3,3)",Independent research on a specific topic leading to an   honors thesis written under the supervision of a department faculty member.,"Candidates for honors in art history must, at the end   of their junior year, have a cumulative grade-point average of 3.0 or   better and an average of 3.5 or better in the major. Both terms must be   completed in order to receive credit for the course.",Art History,082
351,01:098:241,East Asian Civilizations: Traditional   Era (3),"Introduction to traditional Chinese, Japanese, and   Korean civilizations, including governmental institutions, educational   systems, belief systems, language, literature, art, and everyday life.",Credit not given for both this course and 01:214:241.,Asian Studies,098
352,01:098:242,East Asian Civilizations: Modern Era   (3),"Introduction to modern Chinese, Japanese, and Korean   civilizations, including the impact of   modernization, East-West contact, governmental institutions, belief   systems, educational systems, language, literature, art, and everyday life.",Credit not given for both this course and 01:214:242.,Asian Studies,098
353,01: 098:262,Asian American Experience: Identity   and Ethnicity (3),"Introduction to the historical and intercultural   understanding of the social, political, and cultural dynamics of Asian   immigrant communities and identity formation in America.",,Asian Studies,098
354,01:098:321,Interdisciplinary Topics in South   Asia (3),"Interdisciplinary introduction to the cultures of   South Asia: geographic foundations, extended family, village-centered   society, agricultural systems, and confrontation of Hindu and Muslim    traditions with Western technology.",,Asian Studies,098
355,01:098:322,Selected Interdisciplinary Topics in   East Asia (3),"Interdisciplinary introduction to the cultures of East   Asia: geographic foundations, extended family, village-centered society,   agricultural systems, and confrontation of Chinese and Japanese traditions   with Western technology.",,Asian Studies,098
356,01:098:444,Seminar on Asian Societies (3),"Comparative examination of major themes, problems, and   patterns in Asian politics, economics, history, and/or culture. Research on   aspects of a common topic examined in the seminar.",Prerequisite: Permission of instructor.,Asian Studies,098
357,,,,,Astrophysics,105
358,"01:105:341,342","Principles of Astrophysics (3,3)","Properties and processes of the solar system, the   stars, and the galaxies; origin of the elements; evolution of the stars and   the universe; neutron stars and black holes.","Prerequisites: Two terms of introductory physics and   two terms of calculus. Credit not given for both this course and 01:750:  341,342.",Astrophysics,105
359,01:105:343,Observational Radio Astronomy (3),"Observational study of the solar system, stars, and   galaxies, using the Serin 3 meter radio telescope. Emphasizes computer   techniques for data reduction and analysis. Topics may include calibrating   system properties, the variability of the Sun, Jupiter, or quasars, and   mapping the distribution of hydrogen in our Milky Way galaxy and measuring   its rotation.","Lec. 1.5 hrs., lab. 3 hrs. Prerequisites: 01:750:  341,342 or permission of instructor. Lab schedule will vary through the   term. Credit not given for both this course and 01:750:343.",Astrophysics,105
360,01:105:344,Observational Optical Astronomy (3),"Observational study of the solar system, stars, and   galaxies, using the Serin 0.5 meter optical telescope. Emphasizes computer   techniques for data reduction and analysis. Topics may include the   dimensions of lunar features, planetary satellite orbits,   color- magnitude diagrams for star clusters, and the structure and   colors of galaxies.","Lec. 1.5 hrs., lab. 3 hrs. Prerequisites: 01:750:  341,342, or permission of instructor. Students must have nighttime hours   free for observing. Credit not given for both this course and 01:750:344.",Astrophysics,105
361,01:105:441,Stars and Star Formation (3),"Observed properties of stars. Internal structure of   stars, energy generation and transport, neutrinos, and solar oscillations.   Evolution of isolated and double stars, red giants, white dwarfs, variable   stars, supernovae. Challenges presented by formation of stars, importance   of magnetic fields. Pre-main sequence stellar evolution.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:441.",Astrophysics,105
362,01:105:442,High Energy Astrophysics and   Radiative Processes (3),"Radiation and scattering processes in plasma.   Detection and X- and gamma-rays. Supernovae and remnants, pulsars.   Gamma-ray bursts. Accretion disks and binary star outbursts. Quasars and   active galactic nuclei. Cosmic rays.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:442.",Astrophysics,105
363,01:105:443,Galaxies and the Milky Way (3),"Properties of galaxies: photometry, kinematics, and   masses. Disk galaxies; spiral patterns, bars and warps, gas content, star   formation rates, chemical evolution. Elliptical galaxies; shapes. Structure   of the Milky Way. Nature of dark matter.","Prerequisites: 01:750:381-382, 385-386. Credit not   given for both this course and 01:750:443.",Astrophysics,105
364,01:105:444,Introduction to Cosmology (3),"Expansion of the universe, techniques for distance   estimation. Large-scale structure of universe. Cosmological models: open,   closed, flat, and accelerating universes. Microwave background:   observations, properties, and origin. Problems of standard cosmology   and preliminary concept of inflation.","Prerequisites: 01:750:361, 385-386. Credit not given   for both this course and 01:750:444.",Astrophysics,105
365,"01:105:497,498","Honors in Astronomy (BA,BA)","Supervised independent reading or research in   astronomy, culminating in an essay.","Prerequisite: Invitation of chairperson. Credit not   given for both this course and 01:750:497,498.",Astrophysics,105
366,01:145:301-302,"Accelerated Catalan (3,3)","Intensive study of Catalan, especially as it contrasts   with Spanish and other Romance languages. Practice of specific areas of   grammar, linguistic structure, style, and literary analysis. Selected   readings, compositions, class discussions.",Prerequisite: Fluency in another Romance language and   knowledge of its grammar or permission of department.,Catalan,145
367,01:145:305,Catalan Culture (3),"Three-week visit to Barcelona and surrounding region.   Museum and theater trips. Lectures and discussion on Catalan culture,    with emphasis on art, music, and literature.",Prerequisite: 01:145:301 or equivalent or permission   of department. Study abroad option offered in alternate years during winter   break. Carries major credit in Spanish.,Catalan,145
368,01:185:201,Cognitive Science: A   Multidisciplinary Introduction (3),"Introduction to computational, linguistic,   philosophical, and psychological approaches taken within cognitive science,   through a survey of topics such as reasoning, language, and vision.","Pre- or corequisite: A course in computer science,   linguistics, philosophy, or psychology; or permission of instructor.",Cognitive Science,185
369,01:185:411,Advanced Topics in Cognitive Science   I (3),"Seminar on computational, linguistic, philosophical,   and psychological approaches taken within cognitive sciences through a   survey of topics such as reasoning, language, vision, and cognitive   development.",,Cognitive Science,185
370,01:185:412,Advanced Topics in Cognitive Science   II (3),"Seminar on computational, linguistic, philosophical,   and psychological approaches taken within cognitive sciences through a   survey of topics such as reasoning, language, vision, and cognitive   development.",,Cognitive Science,185
371,01:185:495,Research in Cognitive Science I (3),Supervised research/independent study. May include   library or laboratory research. Written agreement with supervisor and final   written report required.,"Pre- or corequisites: 01:185:201, an approved   formal/analytic course, and permission of instructor and undergraduate   program director. Open only to juniors and seniors.",Cognitive Science,185
372,01:185:496,Research in Cognitive Science II (3),Supervised research/independent study. May include   library or laboratory research. Written agreement with supervisor and final   written report required.,"Pre- or corequisites: 01:185:201 and 495, an approved   formal/analytic course, and permission of instructor and undergraduate   program director. Open only to juniors and seniors.",Cognitive Science,185
373,01:198:110,Introduction to Computers and Their   Application (3),"General survey about what computers are and how they   are used, including an introduction to computer programming and   contemporary application packages.","Lec. 2 hrs., rec. 1 hr. Students planning further   study in computer science should take 01:198:111. Credit not given for both   this course and 01:198:170. Not open to students with a declared major in   computer science or a prebusiness major.",Computer Science,198
374,01:198:111,Introduction to Computer Science (4),"Intensive introduction to computer science. Problem   solving through decomposition. Writing, debugging, and analyzing programs   in Java. Algorithms for sorting and searching. Introduction to data   structures, recursion.","Prerequisite: 01:640:115 or placement in CALC1. For   students in science, mathematics, and engineering. Credit not given for   both this course and 14:332:252.",Computer Science,198
375,01:198:112,Data Structures (4),"Queues, stacks, trees, lists, and recursion; sorting   and searching; hashing; complexity of algorithms; graph   representations and algorithms.",Prerequisites: 01:198:111 and CALC1 or 14:332:252.   Credit not given for both this course and 14:332:351.,Computer Science,198
376,01:198:113,Introduction to Software Methodology   (4),Designing and implementing large software using   standard software techniques and tools in JAVA and C. Persistent program   objects. Memory management and code maintenance.,Prerequisite: 01:198:112 or 14:332:351.,Computer Science,198
377,01:198:170,Computer Applications for Business   (3),"Introduction to business applications of spreadsheet   software, computer technology, data communications, network applications,   and structured programming.","Lec. 2 hrs., rec. 1 hr. This course is for students   seeking admission to Rutgers Business School: Undergraduate-New   Brunswick. Limited to prebusiness and business majors. Credit not given for   both this course and 01:198:110. Not open to students with a declared major   in computer science.",Computer Science,198
378,01:198:205,Introduction to Discrete Structures I (4),"Sets, propositional and predicticate logic, logic design, relations and
their properties, and definitions and proofs by induction with
applications to the analysis of loops of programs.",Prerequisites: 01:198:111 and 01:640:1552. Credit not give for both this course and 14:332:202.,Computer Science,198
379,01:198:206,Introduction to Discrete Structures II (4),"Counting (binomial coefficients, combinations), methods of finding and
solving recurrence relations, discrete probability,  regular
expressions and finite automata, basic graph theory.",Prerequisite: 01:198:205 or 14:332:202 ad 01:640:152. Credit not given for both this course and 01:640:477.,Computer Science,198
380,01:198:211,Computer Architecture (4),"Levels of organization in digital computer systems; assembly language
programming techniques; comparative machine architectures; assemblers,
loaders, and operating systems. Programming assignments in assembly
language.",Prerequisite: 01:198:112. Credit not given for both this course and 14:332:331.,Computer Science,198
381,01:198:314,Principles of Programming Languages   (4),"Syntax, semantics, names and values, control   structures, data types, procedures and parameters, scope rules, applicative   languages, recursion, very high-level languages, dynamic structures, and   object-oriented languages.",Prerequisites: 01:198:112 and 205 or 14:332:202.,Computer Science,198
382,01:198:323,Numerical Analysis and Computing (4),"Approximation, interpolation, numerical   differentiation, integration; numerical   solution of nonlinear equations, linear algebraic systems, and ordinary   differential equations.",Prerequisites: 01:640:152 and 250.,Computer Science,198
383,01:198:324,Numerical Methods (4),"Computational methods for linear algebraic systems,   eigen- values and eigenvectors, approximation of functions,   splines; numerical solution of initial and boundary value problems for   differential equations.",Prerequisite: 01:198:323 or 01:640:373. Credit not   given for both this course and 01:640:374.,Computer Science,198
384,01:198:336,Principles of Information and Data    Management (4),"Describing and querying various forms of information   such as structured data in relational databases, unstructured text (IR),   semistructured data (XML, Web), deductive knowledge. Conceptual   modeling and schema design. Basics of database management systems services   (transactions, reliability, security, optimization). Advanced topics:   finding patterns in data, information mapping, and integration.",Prerequisites: 01:198:112 and 205 or 14:332:202.,Computer Science,198
385,01:198:344,Design and Analysis of Computer   Algorithms (4),"Study of algorithms. Techniques for efficiency   improvement. Analysis of complexity and validity for sorting (internal,   external), shortest path, spanning tree, connected and biconnected   components, and string matching. Introduction to NP-completeness.",Prerequisites: 01:198:112 and 206.,Computer Science,198
386,01:198:352,Internet Technology (4),"TCP/IP protocols, media access protocols, socket   programming in C/UNIX, multicasting, wireless and mobile communication,   multimedia over the Internet, ATM, switching theory, and network   architectures.",Prerequisite: 01:198:211.,Computer Science,198
387,01:198:405,Seminar in Computers and Society (3),Study and discussion of the impact of computers on man   and society. For all students interested in exploring the social   consequences of computer developments.,"Prerequisites: At least one computer science course   and one course in sociology, political science, anthropology, or   philosophy; senior standing. May not be used for major credit.",Computer Science,198
388,01:198:411,Computer Architecture II,"Characteristics of a modern computer. Topics to be   covered include pipelining, instruction level parallelism, VLIW and   speculative dynamic super scalar architectures, computer arithmetic,   assessing performance, memory hierarchy, input-output, and multiprocessors.",Prerequisite: 01:198:211 or 14:332:331.,Computer Science,198
389,01:198:415,Compilers (4),"Study of compilers and interpreters. Parsing, lexical   analysis, semantic analysis, code generation, and optimization.",Prerequisites: 01:198:211 or better or 14:332:331 and   01:198:314.,Computer Science,198
390,01:198:416,Operating Systems Design (4),"Batch processing, multiprogramming, time-sharing, job   scheduling, synchronization, resource management, protection, hierarchical design, and virtual concepts. Complete design of a simple   operating system to be implemented and   tested under program load as a project.",Prerequisites: 01:198:205 and 211 or 14:332:202 and   211.,Computer Science,198
391,01:198:417,Distributed Systems: Concepts and   Design (4),"Introduction to the concepts and design principles   used in distributed computer systems. Communication methods, concepts    and strategies used in distributed services such as file systems,    distributed shared memory, and distributed operating systems.",Prerequisite: 01:198:416.,Computer Science,198
392,01:198:424,Modeling and Simulation of Continuous    Systems (4),"Principles and examples of mathematical models in the   physical, economic, and life sciences. Numerical methods for differential   equations. Special computers and languages for the simulation of   continuous systems. Individual projects.",Prerequisite: 01:198:221 or 323 or 01:640:373 or   permission of instructor.,Computer Science,198
393,01:198:425,Computer Methods in Statistics (4),Computer science in applied and theoretical   statistics; exploratory data analysis; algorithms for univariate and   multivariate statistical analyses; use of statistical libraries; Monte   Carlo and simulation.,"Prerequisites: 01:198:206 or equivalent; CALC2.   Strongly recommended: Numerical methods (01:198:221, 323, or 01:640:373).",Computer Science,198
394,01:198:428,Introduction to Computer Graphics (4),"Displays, colors, perception, images, sampling, image   processing, geometric transformations, viewing and visibility, modeling   hierarchies, curve and surface design, animation, lighting, rendering,    rasterization, shading, and ray tracing.",Prerequisite: 01:198:323 or 01:640:373. Credit not   given for both this course and 14:332:474.,Computer Science,198
395,01:198:431,Software Engineering (4),"Problems and techniques involved in the specification,   design, and implementation of large-scale software systems, studied in   conjunction with actual group construction of such a system.",Prerequisites: 01:198:314 and 344.,Computer Science,198
396,01:198:440,Introduction to Artificial   Intelligence,"Broad introduction to artificial intelligence,   including search, knowledge representation, natural language understanding,   and computer vision.",Prerequisite: 01:198:314.,Computer Science,198
397,01:198:442,Topics in Computer Science   (3-4),Advanced topics in computer science. Topics vary from   year to year according to the interests of students and faculty.,,Computer Science,198
398,01:198:452,Formal Languages and Automata (3),"Finite automata and regular languages; context free   languages, pushdown automata and parsing; language hierarchies; Turing   machines; decidability and complexity of languages. Applications emphasized   throughout.",Prerequisite: 01:198:344.,Computer Science,198
399,01:198:476,Advanced Web Applications: Design and    Implementation (4),"Comprehensive overview of current web technologies,   including design and implementation principles for web-based applications.   Basic principles of scalability, security, reliability, and performance.   State-of-the-art review of currently available technologies.",Prerequisites: 01:198:336 and 417.,Computer Science,198
400,"01:198:493,494","Independent Study in Computer   Science (BA,BA)",,,Computer Science,198
401,01:220:102,Introduction to Microeconomics (3),"The market system and alternative mechanisms for   determining prices and allocating resources. Economic analysis of monopoly,   cartels, wage and price controls, pollution, and other contemporary problems. The role of government in promoting economic   efficiency.","Pre- or corequisite: 01:640:111, 112 or 115 or   calculus placement.",Economics,220
402,01:220:103,Introduction to Macroeconomics (3),"Determinants of aggregate employment and national   income; evaluation of government policies to alleviate inflation and   unemployment. Money, banking, and monetary policy. International trade and   finance and the prospects for world economic development.","Pre- or corequisite: 01:640:111, 112 or 115 or   calculus placement.",Economics,220
403,01:220:200,Economic Principles and Problems (3),Economic principles and their application to current   problems.,"Pre- or corequisite: 01:640:111, 112 or 115 or   calculus placement. Open only to engineering students. Credit not given for both this   course and 01:220:102 and 103. 01:220:200 may be used in place of 01:220:  102 and 103 to satisfy the prerequisite for more advanced courses.",Economics,220
404,01:220:203,Intermediate Microeconomic Analysis   (3),Households and firms as maximizing agents;   implications for demand and supply of goods and productive services in   competitive and monopolistic markets; general equilibrium; welfare   economics.,"Prerequisites: 01:220:102, 103; 01:640:135 or   equivalent.",Economics,220
405,01:220:204,Intermediate Macroeconomic Analysis   (3),"Modern and classical theories of income determination,   stabilization, and economic growth;   emphasis on unemployment and inflation.","Prerequisites: 01:220:102, 103; 01:640:135 or   equivalent.",Economics,220
406,01:220:300,International Economics (3),"Pure or ""real"" aspects of international   trade, including the basic comparative advantage model, commercial policy   (tariffs, quotas, etc.), economic integration, role of international trade   in economic development. Monetary aspects of international trade, including   international capital movements, foreign exchange market, concept and measurement of balance of payments, alternative means of   correcting disequilibrium in the balance of payments, and international   monetary arrangements.","Prerequisites: 01:220:102, 103. Major credit may be   earned for only two of the three courses 01:220:300, 335, 336.",Economics,220
407,01:220:301,Money and Banking (3),"Economic significance of money; structure, history,   and present state of the American monetary system; credit, banking, and   Federal Reserve; instruments of credit control; FED and treasury policies;   monetary reform, monetary theory and policy.","Prerequisites: 01:220:102, 103.",Economics,220
408,01:220:302,Labor Economics (3),"The firm's labor demand, the household's labor supply, and wage
determination in competitive and noncompetitive markets. Economics of
unions. Human capital, occupational choice, wage structure, and
unemployment.","Prerequisites: 01:220:203, 322.",Economics,220
409,01:220:303,Labor Institutions and Markets (3),"Private and public employee unions, industrial   relations, and collective bargaining. Public regulation of labor markets   including industrial safety and wage levels.","Prerequisites: 01:220:102, 103.",Economics,220
410,01:220:304,Special Topics in Labor Markets (3),"Analysis of topics such as hours of work, fertility   and population, mobility, job search, and unemployment. Investment in human   capital, wage and retirement policies, and occupational training.","Prerequisites: 01:22:203, 322.",Economics,220
411,01:220:305,American Economic History (3),Long-term trends in economic growth and institutions   from the colonial period to World War II. Development of transportation and   industry. Effects of technological change and immigration. Economics of slavery. Monetary history and government   regulation.,"Prerequisites: 01:220:102, 103.",Economics,220
412,01:220:308,Introduction to Managerial Economics   (3),Application of contemporary economic theory to   managerial decisions and to public policy affecting business.,"Prerequisites: 01:220:102, 103.",Economics,220
413,01:220:311,Methods of Cost Benefit Analysis (3),Introduction to theoretical and applied welfare   economics. Theories and social welfare; the normative basis for and   practical techniques of cost-benefit analysis. Selected applications.,"Prerequisites: 01:220:203, 322.",Economics,220
414,01:220:316,Health Economics (3),Medical care costs; production of health; demand for   health care and insurance; health services personnel; physician and    hospital behavior; cost containment; review and evaluation of    public programs.,"Prerequisites: 01:220:203, 322.",Economics,220
415,01:220:322,Econometrics (3),"Introduction to the application of statistical methods   for the estimation, testing, and prediction of economic relationships. Emphasizes ordinary least squares regression and problems in   its application. Extensive use of microcomputers. Special topics may   include limited dependent variable models, simultaneous equation methods,   and time-series methods.","Prerequisites: 01:220:102, 103; 01:960:211 or 285 or   equivalent; 01:640:135 or equivalent. Credit not given for both this course   and 01:220:326.",Economics,220
416,01:220:326,Econometric Theory (3),"Introduction to econometric theory and applications. Regression-based
estimators derived and their statistical properties established. Topics
include linear regression model and its extensions in economics, full
information maximum likelihood estimators and test procedures, and
other nonlinear methods. Computer applications of these methods
employed.","Prerequisites: 01:220:102, 103; 01:960:211 or 285; 01:  640:136 or 152. Credit not given for both this course and 01:220:322.",Economics,220
417,01:220:327,History of Economic Thought (3),"Historical examination of the major concepts of   economic theory. Covers all major traditions within economic thought, with   special emphasis on the school of classical political economy.","Prerequisites: 01:220:102, 103.",Economics,220
418,01:220:330,Urban and Regional Economics (3),"Application of market analysis, location theory, and   public choice theory to urban areas. Analysis of urban problems such as   housing, transportation, segregation, zoning, and public safety.","Prerequisites: 01:220:203, 322.",Economics,220
419,01:220:331,Economics of Crime (3),"Economic analysis of crime and the criminal justice   system, criminal behavior, law enforcement, crime prevention,   sentencing, capital punishment, organized crime, the war on drugs.","Prerequisites: 01:220:102, 103, or 200.",Economics,220
420,01:220:332,Environmental Economics (3),Economic basis of problems of air and water pollution   and general environmental quality. Issues relating to externalities and   public goods. Economic solutions to problems of environmental quality.,"Prerequisites: 01:220:203, 322. Credit not given for   both this course and 11:373:363.",Economics,220
421,01:220:334,Energy Economics (3),Economic analysis of energy problems. Critical   examination of government energy policies.,"Prerequisites: 01:220:102, 103, or 200.",Economics,220
422,01:220:335,International Trade (3),Theories analyzing the gains from and causes of the   international exchange of goods and services. The impact of commercial    policy and other government policies on these gains and resource   allocation.,"Prerequisites: 01:220:203, 322. Major credit may be   earned for only two of the three courses 01:220:300, 335, 336.",Economics,220
423,01:220:336,International Balance of Payments (3),"Theory of the balance of payments and   balance-of-payments adjustment. International   financial system, foreign exchange market, determinants   of the trade balance and capital accounts, and the impact of government   financial policies in the open economy.","Prerequisites: 01:220:204, 322. Major credit may be   earned for only two of the three courses 01:220:300, 335, 336.",Economics,220
424,01:220:337,Economics of the European Union (3),"Intraregional macroeconomic analysis of the European   Union, elimination of all trade barriers, integration of capital and labor   markets, coordination of monetary and fiscal policies, the Euro   currency.","Prerequisites: 01:220:203, 204, 322.",Economics,220
425,01:220:339,Economic Development (3),Theories and experience of qualitative and   quantitative changes involved in the process of raising living standards in   less developed countries.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
426,01:220:340,Economics of Income Inequality and   Discrimination (3),"Income distribution in the United States and   elsewhere; the roles of occupation, education, and discrimination.   Government policies concerning inequality, discrimination, and poverty.","Prerequisites: 01:220:102, 103.",Economics,220
427,01:220:341,Industrial Organization (3),"Theories of firm and market behavior. Evidence on   relationships between structure, conduct, and performance. Includes   pricing, profitability, innovation, and advertising.","Prerequisites: 01:220:203, 322.",Economics,220
428,01:220:342,Economics of Innovation and   Intellectual Property (3),"Incentives to innovate, economic models of innovation,   intellectual property protection including patents and copyrights,   government programs to stimulate innovation.","Prerequisites: 01:220:203, 322.",Economics,220
429,01:220:343,European Economic History (3),Emergence of the modern economy in Europe from the   16th to the 20th century. Price revolution and mercantilism. Industrial   revolution in England and the continent and the formation of international   markets. The Great Depression and renewed prosperity.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
430,01:220:344,Financial and Monetary History of the   United States (3),Development of financial institutions and money and   capital markets. Central banking and the Federal Reserve system. Gold   standard and floating exchange rates. Financial panics and economic crises.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
431,01:220:348,Economics of Social Welfare Programs   (3),Analysis of efficiency and equity effects of   government welfare programs including cash assistance and social security.   Evaluation of alternative assistance proposals.,"Prerequisites: 01:220:102, 103.",Economics,220
432,01:220:349,Economics of Transition (3),Economic analysis of the policies and performance of   the transition economies of the former Soviet Union and Eastern Europe.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
433,01:220:356,Economics of Latin America (3),Survey of Latin American economic patterns and   problems; specific studies of selected national economies and their   relation to the world economy.,"Prerequisites: 01:220:203, 204, 322. Credit not given   for both 01:220:346 and 356.",Economics,220
434,01:220:357,Economics of India (3),Examination of Indian economy from independence until   today; tools for analyzing Indian economy and   other developing economies.,"Prerequisites: 01:220:102, 103.",Economics,220
435,01:220:358,Economics of Japan (3),Study of the modernization of the first non-Western   industrialized economy.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
436,01:220:359,Economics of Asia (3),"Major Asian economies (excluding Japan) in four units: Asia's newly
industrializing economies (Korea, Taiwan, and Hong Kong); Southeast
Asia; China and Central Asia; India and South Asia. Focus on Green
Revolution in Asia, Asian industrialization and structural change, and
the changing pattern of comparative advantage in United States-Asia
economic relations.","Prerequisites: 01:220:102, 103.",Economics,220
437,01:220:360,Public Economics (3),Rationale for the public sector; public expenditure   theory; economics of political process;   expenditure structure and growth; incidence and incentives of specific   taxes; fiscal incidence; stabilization.,"Prerequisites: 01:220:203, 322.",Economics,220
438,01:220:362,Comparative Economic Systems (3),Comparative analysis of differing economic systems   with emphasis on plan/market comparisons and the nature of transitions in   formerly planned economies.,"Prerequisites: 01:220:102, 103, or permission of   instructor.",Economics,220
439,01:220:363,Economics of Taxation (3),Structure of U.S. tax system. Effects on the   allocation of resources and economic growth; distribution of the burden of   taxation across income groups.,"Prerequisites: 01:220:203, 322.",Economics,220
440,01:220:369,State and Local Public Finance (3),Evolution of federalism; analysis of expenditure and   revenue decisions and intergovernmental grants; discussion of   stabilizing and distributional aspects of state-local finances; specific   state-local fiscal problems.,"Prerequisites: 01:220:203, 322.",Economics,220
441,01:220:370,Economic Growth (3),"Theories, experience, and measurement of quantitative   changes in output, employment, price levels, and other economic aggregates    in modern developed countries.","Prerequisites: 01:220:203, 204, 322.",Economics,220
442,01:220:375,Women and the Economy (3),"Description and analysis of women's economic status. Theories of
discrimination against women in the labor market, including
neoclassical, institutional, and Marxian. Women's work in the home
analyzed from three perspectives: household utility maximization,
patriarchy, and a sex-gender system. Application of theories to case
studies.","Prerequisites: 01:220:203, 322.",Economics,220
443,01:220:377,Economics of Population (3),Theoretical and empirical study of the interrelations   between population change and economic change in developed as   well as less developed countries.,"Prerequisites: 01:220:102, 103.",Economics,220
444,01:220:378,Economies of the USSR and Russia (3),Analysis of the former Soviet economic system and   attempted reforms through Perestroika: the transition to markets in the   post-Soviet era in Russia and the Commonwealth of Independent States.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
445,01:220:379,Marxian Economics (3),"The method of dialectical materialism; economic interpretation of
history; emphasis on Marx's analysis of the laws of capitalist
development (value and price, surplus value, accumulation, crisis,
etc.); transition from ""primitive"" to ""full"" communism.","Prerequisites: 01:220:102, 103.",Economics,220
446,01:220:386,Operations Research I (3),"Application of quantitative methods to production   management including decision theory, game theory, deterministic inventory   theory, queuing, and linear programming.","Prerequisites: 01:220:203, 322.",Economics,220
447,01:220:388,"Government Protection of Consumers,   Employees, and Investors (3)","Market failure; consumer protection from hazardous   products, false advertising, and deceptive sales practices; regulation of   workplace safety; protection of investor and pension funds.","Prerequisites: 01:220:203, 322.",Economics,220
448,01:220:389,Public Policies toward Business (3),"Analysis of major policies affecting competition.   Topics include antitrust, traditional public-utility regulation, and   newer regulatory alternatives.","Prerequisites: 01:220:102, 103.",Economics,220
449,01:220:393,Financial Economics (3),"Analysis of financial decision making; capital   budgeting, capital structure, economic forecasting.","Prerequisites: 01:220:203, 322.",Economics,220
450,01:220:394,Economics of Capital Markets (3),Capital markets uncertainty; asset valuation; return   on assets; determinants of relative yields. Theories of stock and bond   market activity. Innovations in financial instruments.,"Prerequisites: 01:220:204, 322, 393.",Economics,220
451,01:220:395,Law and Economics (3),"Economic rationale and consequences of legal rules.   Contracts, compensation, property rights, liability rules, crime, safety, monopoly, discrimination, health care, pollution, public   interest law.","Prerequisites: 01:220:102, 103.",Economics,220
452,01:220:396,"Corporations, Bankruptcies, and   Takeovers (3)","Origin and nature of corporations, corporate   bankruptcy including liquidation and reorganization, mergers and   acquisitions, takeover disputes.","Prerequisites: 01:220:102, 103, or 200. Credit not   given for both this course and 01:220:309.",Economics,220
453,01:220:397,Internship in Economics (1),Supervised internship in economics-related position.   Approval of the director of undergraduate studies and term paper required.,"Prerequisites: 01:220:102, 103, or 200. Each student   is limited to one internship in economics. Students are responsible for   finding internships. Majors only. Graded Pass/No Credit.",Economics,220
454,"01:220:398,399","Independent Study in Economics   (3,3)",Independent research supervised by a faculty member.,"Prerequisites: 01:220:102, 103, or 200. By permission   of instructor and department. Maximum of two independent study courses in   economics allowed.",Economics,220
455,01:220:401,Advanced Econometrics (3),"Applications of econometric methods in economic   analysis. Demand and cost analysis, macro models, income distribution,   labor participation.","Prerequisites: 01:220:203, 204; 322 or 326.",Economics,220
456,01:220:405,Economics of Uncertainty (3),"Measurement of risk, attitudes toward risk, decision   making under uncertainty, Bayesian decision theory, applications to   asset markets.",Prerequisites: 01:220:203; 01:960:211 or 285; 01:640:  136 or 152.,Economics,220
457,01:220:406,Game Theory and Economics (3),"Expected utility theory, zero and nonzero sum games,   cooperative and noncooperative games, bargaining models, supergames,    oligopoly, core market games, strategy-proof systems.",Prerequisites: 01:220:203; 01:960:211 or 285; 01:640:  136 or 152. Credit not given for both this course and 436 or for both this   course and 01:640:355.,Economics,220
