ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
1167,01:220:409,Mathematical Economics (3),"Mathematical approach to topics in theoretical   economics: linear models, nonlinear programming, comparative statics,   consumer behavior, theory of the firm, market structure, welfare theory.","Prerequisites: 01:220:203, 204, 322.",Economics,220
1168,01:220:410,Operations Research II (3),"Development and use of advanced techniques of   production management, including advanced topics in linear programming,   PERT, nonlinear programming, dynamic programming, stochastic inventory   theory, Markov analysis and simulation.","Prerequisites: 01:220:203, 322; 01:640:136 or 152.",Economics,220
1169,01:220:412,Monetary Theory and Policy (3),"Role of money and the monetary system in determining   income, employment, and price level; techniques of monetary policy;   relation of monetary and fiscal policy; international policies.","Prerequisites: 01:220:204, 322.",Economics,220
1170,01:220:415,Portfolio Theory (3),Selection of a financial portfolio under conditions of   uncertainty. Treatment of risk. Case histories of investment fund   performance.,Prerequisite: 01:220:394.,Economics,220
1171,01:220:416,Government Policies for Full   Employment and Growth (3),"Alternative government policies to ensure fulfillment   of the national goals of full employment, price stability, satisfactory   growth, and balanced international payments.","Prerequisites: 01:220:204, 322.",Economics,220
1172,01:220:419,Managerial Economics (3),"Application of contemporary economic theory to   managerial decisions and to public policy affecting business. Incremental   analysis, applications of linear programming to cost minimization and   product mix, demand forecasting, pricing problems, and issues of public   policy.","Prerequisites: 01:220:203, 322.",Economics,220
1173,01:220:421,Economic Forecasting (3),Application of forecasting to private- and   public-sector decisions. Emphasis on time-series models with microeconomic   and macroeconomic applications and computer exercises.,"Prerequisites: 01:220:203, 204, 322.",Economics,220
1174,01:220:430,Topics in Advanced Economic Theory   (3),"Economic dynamics; variational methods with   applications; economics under uncertainty; imperfect information and   market structure; social choice, design of incentive-compatible systems;   general equilibrium.","Prerequisites: 01:220:203, 204, 322.",Economics,220
1175,01:220:433,Advanced Topics in International   Economics (3),"Topics may include strategic trade, trade and economic   growth, the political economy of trade policy, exchange rate   determination, international coordination of macroeconomic policy,   empirical issues in international economics, and foreign direct investment.","Prerequisites: 01:220:203, 204, 322.",Economics,220
1176,01:220:471,Economics of Regulation (3),"Applied topics in rate-of-return regulation. Emphasis   on underlying financial, accounting, and   pricing issues in selected  utilities   industries.","Prerequisites: 01:220:203, 322.",Economics,220
1177,01:220:491,"Advanced Independent Study and   Research (3,3)",Specialized research supervised by a faculty member.,"Prerequisites: 01:220:203, 204, 322. Open to juniors   and seniors by permission of instructor and department. Maximum of two   independent study courses in economics allowed.",Economics,220
1177,01:220:490,"Advanced Independent Study and   Research (3,3)",Specialized research supervised by a faculty member.,"Prerequisites: 01:220:203, 204, 322. Open to juniors   and seniors by permission of instructor and department. Maximum of two   independent study courses in economics allowed.",Economics,220
1178,01:220:493,Senior Honors Seminar I (3),Selected topics in economics.,"Prerequisites: 01:220:203, 204, 322. Corequisite: 02:  220:401.",Economics,220
1179,01:220:494,Senior Honors Seminar II (3),Selected topics in economics.,Prerequisite: 01:220:493.,Economics,220
1180,01:220:496,"Seminar in Economics (3,3)","Readings, analysis, and discussion of topics announced   in advance each term.",Open to juniors and seniors by permission of   department.,Economics,220
1180,01:220:495,"Seminar in Economics (3,3)","Readings, analysis, and discussion of topics announced   in advance each term.",Open to juniors and seniors by permission of   department.,Economics,220
1181,01:506:105,Honors Colloquium (3),Study of a contemporary social issue from the   perspective of the discipline of history. Specific title available at time   of registration through the Faculty of Arts and Sciences honors programs.,By permission of the department. Open to students in   college honors.,History,506
1182,01:506:110,Age of European Global Expansion (3),"Traces the rise of Europe to global dominance beginning with early
explorers and empire builders, and focusing on Europe's impact on
Africa, Asia, and the Americas.",,History,506
1183,01:506:112,Patterns in Civilization: Love (3),"Love and its literary expression in Japan and Europe   since the Middle Ages. Comparative analysis of culture and society,   political and economic transformations, religion.",,History,506
1184,01:506:113,Patterns in Civilization: Death (3),"Individual and societal responses to death in Japan,   Europe, and the United States. Comparative analysis of culture and society,   political and economic transformation, religion.",,History,506
1185,01:506:114,"World Civilizations: Europe, Africa,   and America (3)","Family, economy, government, and religion in major   civilizations of West Africa, Europe, and North America. Interaction of   these three geographical areas through the slave trade, colonialism, and   the movement of ideas and culture.",,History,506
1186,01:506:201,Twentieth-Century Global History to   1945 (3),"Emphasis on themes in political-military and   social-cultural history worldwide, including imperialism, origins and   impact of two world wars, revolutions, fascism, Nazism, race and gender   issues.",Credit not given for both this course and 01:506:111.,History,506
1187,01:506:202,Twentieth-Century Global History from   1945 (3),"Focus on critical themes from Hiroshima to September   11, 2001, including the atomic age, superpower rivalries, decolonization,   population growth and development, globalization, environmental   degradation, and terrorism.",,History,506
1188,01:506:203,Histories of the Pacific (3),Survey of Pacific island peoples and cultures from   early navigators and settlers to the colonial and postcolonial eras of the   19th and 20th centuries.,,History,506
1189,01:506:205,Paris/Tokyo: 1700-Present (3),"Comparative study of French and Japanese culture from   1700 to the present, drawing on literary and visual representations   from both traditions.",,History,506
1190,01:506:211,Women in Europe and the Americas   until 1800 (3),Survey of women's roles in Western society and   culture-covering Europe and the New World up to about 1800.,Credit not given for both this course and 01:988:211.,History,506
1191,01:506:212,Women in Europe and the United States   since 1800 (3),Survey of women's roles in Western society and   culture covering the 19th and 20th centuries.,Credit not given for both this course and 01:988:212.,History,506
1192,01:506:221,History of Exploration (3),"Exploring expeditions from Columbus to the moon   flights. Experiences of explorers; political, economic, and cultural   motives for exploration; effects of exploration on society and on views of    the world.",,History,506
1193,01:506:224,Slavery in World History (3),"Historical survey of the institution of slavery from   antiquity to the present day, with particular attention to the relationship   of human bondage to broader progress of social and economic change.",,History,506
1194,01:506:241,Film and History (3),"Presentation of films relating to history and culture,   combined with readings and discussions of standard history accounts.",,History,506
1195,01:506:251,History of Science and Society (3),"Science and its social context from 1500 to the   present. Development of ideas; interaction   with philosophy, religion, and art; science as a profession.",,History,506
1196,01:506:253,History of Technology and Society (3),"Impact of new production, transportation,   communication, and consumer technologies on society from the industrial   revolution (mid-1700s) to the present.",,History,506
1197,01:506:271,Jewish Society and Culture I: From   Antiquity to Middle Ages (3),"Social, economic, religious, and political experiences   of the Jewish people from the Biblical world of the ancient Near East until   the Middle Ages.",Credit not given for both this course and 01:563:201.,History,506
1198,01:506:272,Jewish Society and Culture II: The   Modern Experience (3),Jewish life from the breakdown of traditional society   in Europe in the 1700s until the rise of the modern state of Israel in   the 20th century.,Credit not given for both this course and 01:563:202.,History,506
1199,01:506:313,Women and Social Movements to 1945   (3),In-depth analysis of different ways women have   organized for change. Focus on three or four case studies using   cross-cultural perspectives to illustrate various themes of gender and   collective action by women.,Credit not given for both this course and 01:988:371.,History,506
1200,01:506:314,Women and Social Movements since 1945   (3),"Twentieth-century autonomous women's movements,   emphasizing the second wave of feminism from cross-cultural perspectives. Selected case studies to illustrate themes of gender   and collective action.",Credit not given for both this course and 01:988:372.,History,506
1201,01:506:321,Disease in History (3),"Human disease on a global scale from the Paleolithic   period to the present, with emphasis on infectious disease and diet.",,History,506
1202,01:506:322,Black Death to Obesity Epidemic:   History of Public Health in the West (3),"Surveys attempts to protect health of human   populations from the Black Death in Europe to rising concern about   obesity in the United States. Explores shifting patterns of disease and   illness, and emergence and growth of public health as a domain of expert   knowledge and policy in the United States and Europe.",,History,506
1203,01:506:324,History of AIDS Pandemic (3),"Explores the AIDS epidemic from a range of historical   vantage points: science, health care, and social and cultural life in a   variety of local, national, international, and institutional contexts.   Focuses on United States, Haiti, and Africa.",,History,506
1204,01:506:328,Atlantic Cultures 1500-1800 (3),"Encounters between peoples of Europe, Africa, and the   Americas from the 16th through the 18th centuries. Team-taught,   interdisciplinary course with an emphasis on the interpretation  of   texts and visual images from the era.",Credit not given for both this course and 01:350:328.,History,506
1205,01:506:361,History of Socialism and Communism   (3),"History of movements for socialism and communism,   their diverse development on the world scene and impact on modern history.",,History,506
1206,01:506:363,Imperialism (3),"Causes of colonial expansion by European powers,   Russia, Japan, and the United States; the nature of colonial empires;   the impact of imperialism on Africa and Asia.",,History,506
1207,01:506:364,Colonialism to Globalism (3),Differences and similarities of the major European   encounters with non-Europeans in modern history.,,History,506
1208,01:506:373,History of Jewish Women (3),"Jewish women's history; examines the religious, social, intellectual,
and cultural environments of Jewish women from the biblical period
through the 20th century.",Credit not given for both this course and 01:563:373   or 01:988:373.,History,506
1209,01:506:375,Jewish Immigrant Experience (3),"Modern Jewish immigrant experience, focusing on   European and Middle Eastern communities resettled in America, Israel,    and Europe.",Credit not given for both this course and 01:563:375.,History,506
1210,01:506:392,"Historical Studies (3,3)",Separate sections focusing on different topics at   different times and in different areas. Specific titles available at time   of registration.,,History,506
1210,01:506:391,"Historical Studies (3,3)",Separate sections focusing on different topics at   different times and in different areas. Specific titles available at time   of registration.,,History,506
1211,01:506:393,Advanced Topics in the History of   Women (3),Advanced course on specialized topic in the history of   women.,Credit not given for both this course and 01:988:393.,History,506
1212,01:506:402,"History Seminar (3,3)","Introduction to skills and techniques of historical   research, including writing a research paper based on primary sources.   Specific topics of sections available at time of registration.",,History,506
1212,01:506:401,"History Seminar (3,3)","Introduction to skills and techniques of historical   research, including writing a research paper based on primary sources.   Specific topics of sections available at time of registration.",,History,506
1213,01:506:424,Reading and Writing about Nature (3),"Exploration of political, philosophical, fictional,   visual texts on relationship between humans and nature in Anglo-North   America, late-16th century to present.",Prerequisite: Permission of instructor.,History,506
1214,01:506:451,Public History Internship (3),"Professional, supervised work for historical society, site, archives,
museum, legislative office, or equivalent; 112 hours required. Faculty
coordinator evaluates student's paper/product and agency's assessment.",Open only to junior and senior history majors.,History,506
1215,01:506:452,General History Internship (3),"Professional, supervised work for historical society, site, archives,
museum, legislative office, or equivalent; 112 hours required. Faculty
coordinator evaluates student's paper/product and agency's assessment.",Open only to junior and senior history majors.,History,506
1216,01:506:472,"Research in History (3,3)",One term independent study projects.,Not open to honors candidates.,History,506
1216,01:506:471,"Research in History (3,3)",One term independent study projects.,Not open to honors candidates.,History,506
1217,01:506:474,"Readings in History (3,3)",Independent readings under supervision of a member   of the department.,,History,506
1217,01:506:473,"Readings in History (3,3)",Independent readings under supervision of a member   of the department.,,History,506
1218,01:506:496,"Honors Program in History (BA,BA)","Focus on writing of a major research paper working   with an individual professor. A seminar guides through stages of writing   using short papers as the vehicle for the exploration; outlines, rough   drafts, etc.",Both terms must be completed to receive degree credit.,History,506
1218,01:506:495,"Honors Program in History (BA,BA)","Focus on writing of a major research paper working   with an individual professor. A seminar guides through stages of writing   using short papers as the vehicle for the exploration; outlines, rough   drafts, etc.",Both terms must be completed to receive degree credit.,History,506
1219,01:508:200,Ancient Near East (3),"Origins and development of the societies of   Mesopotamia, Egypt, Asia Minor, and Palestine,   through the period of the Persian Empire.",Credit not given for both this course and 01:563:200.,History,508
1220,01:508:201,Islamic Civilization (3),"Survey of Islamic societies from seventh-century   Arabia to modern times. Religious, political, military, social, economic,   and cultural institutions and organizational patterns.",(Formerly 01:508:204),History,508
1221,01:508:220,Ancient Africa (3),"Precolonial African societies and kingdoms: family   life, cities, Islam, growth and decline of states, impact of the slave   trade, African culture in the Americas.",,History,508
1222,01:508:222,Modern Africa (3),"Nineteenth- and 20th-century Africa: resistance and   accommodation to colonialism, impact of Christianity, African workers and   new elites, changing roles of women, nationalism, revolution.",,History,508
1223,01:508:224,Women and Gender in African History   (3),"Issues in the history of gender in Africa: female   slavery, women and power formations, women in production and trade, family   and community, gender and protest.",Credit not given for both this course and 01:988:224.,History,508
1224,01:508:230,South Asian History: 600 b.c.e. to   1950 c.e. (3),"Introduction to 2,500 years of South Asian history   from circa 600 B.C.E. to 1950 C.E.",,History,508
1225,01:508:231,South Asian Civilization: The First   Five Millennia (3),"History and culture of South Asia from protohistoric beginnings in the
Indus Valley to the late first millennium C.E. Emphasizes
processes of sociocultural change such as social organization and
ideology, religious institutions and patronage, and the evolution of
classical culture.",,History,508
1226,01:508:240,Classical Asia (3),"Introduction to the three great civilizations of Asia:   India, China, and Japan. Emphasis on traditional family life, art,   literature, and the spread of Buddhism.",,History,508
1227,01:508:242,Modern East Asia (3),Development of China and Japan in the 19th and 20th   centuries: the response to Western imperialism; the rise of Chinese   communism and Japanese fascism.,,History,508
1228,01:508:244,China and the United States (3),"History of contacts between the two peoples since   1784. Concentrates on period from 1941 to present. Includes all aspects of   cultural, economic, and political relations.",,History,508
1229,01:508:260,Colonial Latin America (3),"Study of formation of culture and society in Latin   America through intermingling and merger of Native Americans, Iberians,   and Africans.",,History,508
1230,01:508:262,Modern Latin America (3),"Introductory survey of Latin America from Columbus to   Castro with major emphasis on the political history (authoritarian,   populist, and revolutionary movements) of the 19th and 20th centuries.",,History,508
1231,01:508:264,Latin America and the United States   (3),Survey of the relations between the United States and   Latin American nations from the 1780s to the present.,(Formerly 01:512:358),History,508
1232,01:508:270,The Caribbean (3),"Introductory survey of Caribbean history emphasizing   the common aspects (foreign intervention, slavery, primary export   economies) of the culturally diversified countries of the area.",Credit not given for both this course and 01:836:229.,History,508
1233,01:508:300,The Arab-Israeli Conflict (3),"Evolution of the Arab-Israeli conflict over the past   century. Emphasis on conflict's origins, dynamics, and complexities rather   than on prescriptions for solution.",Credit not given for both this course and 01:563:300.,History,508
1234,01:508:301,Ottoman Empire (3),"Political, socioeconomic, and cultural history of the   Ottoman Empire, 1300-1900, from frontier principality, to world   empire, to post-suleymanic crisis and change.",,History,508
1235,01:508:302,The Classical Age of Islam (3),Rise and expansion of Islam and formation of Islamic   civilization in the Middle East from 600 to the demise of the Abbasid   Caliphate ca. 1250.,,History,508
1236,01:508:307,Women and Society in the Islamic   Middle East (3),"History of women and gender relations in the Islamic   Middle East: origins of gender inequalities, women's functioning within   society, reality versus literary depictions, recent transformations.",Credit not given for both this course and 01:988:308.,History,508
1237,01:508:310,Israeli Culture (3),"Formation of modern Israeli culture since the   beginning of Zionist immigration to Palestine; its historical, social,   literary, and artistic expressions.",Credit not given for both this course and 01:563:310   or 01:685:310.,History,508
1238,01:508:316,Israeli Women: Historical and   Literary Perspectives (3),"Impact of socialism, nationalism, ethnicity, religion,   and feminism on Israeli women's roles within the family, labor force, army,   kibbutz, and politics.",Credit not given for both this course and 01:563:316   or 01:988:316.,History,508
1239,01:508:320,History of Southern Africa (3),"Precolonial African societies and kingdoms, family   life, religion, European colonialism, and African nationalist and   revolutionary movements. Emphasis on South Africa, apartheid, and   the freedom struggle.",,History,508
1240,01:508:322,West Africa (3),"Politics in past and present states, rise of new   social and economic groups, various reactions to the West during   precolonial and colonial eras.",,History,508
1241,01:508:324,Africans in the Americas (3),"Africans in the Americas. Latin America, the   Anglophone and Francophone Caribbean, and the United States. Focus on the   African background, slavery, and race relations.",,History,508
1242,01:508:325,Africa from the 15th to the 19th   Century (3),"Explores the history of Africa between the 15th and   the 19th centuries. Focuses on themes such as state formation, economic   development, and the imperial conquest.",,History,508
1243,01:508:326,Islam in African History (3),"Relation of Islam to the history of long distance   trade, the rise of urban centers, shifting identity formations, gender   dynamics, and religious conflict.",,History,508
1244,01:508:327,World War II and Africa (3),"Focuses on the history of Africa's involvement in World War II and the
impact of this involvement on African political and economic history,
with special emphasis on the war's role in nationalist movements.",,History,508
1245,01:508:328,History of Health and Healing in   Africa (3),"Impact of colonial and postcolonial history on   patterns of health and health care in sub-Saharan Africa. Focus on African   responses to changing new medical technologies and cultures, and emerging   patterns of disease.",,History,508
1246,01:508:330,"Early Modern South Asia,   1500-1800 (3)",The Mughal Empire between the 16th and 19th centuries   and the making of modernity in the region.,,History,508
1247,01:508:331,Women in South Asian History (3),Origins and development of modern Indian feminist   struggles in their historical contexts between the late 18th and the late   20th centuries.,Not open to first-year students.,History,508
1248,01:508:332,Slavery in South Asian History (3),"Covers military, monastic, and household forms of   slave- employment in the economy of the region between the 12th and the   19th centuries. Also traces changes in the legal and economic statuses of   slaves in the latter half of the period.",,History,508
1249,01:508:333,Culture and Power in South Asia (3),"Explores connections between sacred power,   ""sciences,"" courts, nation-building and developments in music,   dance, drama, and cinema.",,History,508
1250,01:508:334,Passages to India: South Asia through   Travel Narratives (3),"Introduces students to South Asian and comparative   history through reading of travelogues by visitors from other   civilizations, 7th to 20th century.",,History,508
1251,01:508:336,"South Asia, 1947 to the Present (3)","Follows social and political development of South Asia   after decolonization, assessing the developmental agendas and international   relations of the new regimes.",,History,508
1252,01:508:339,Asia and Africa since 1945 (3),"Focuses on the history of sub-Saharan Africa, India,   China, and the Islamic world since 1945. Emphasis of political, cultural,   and social developments.",,History,508
1253,01:508:340,Late Imperial Chinese Culture and   Society (3),"Chinese history from the 16th to the 19th centuries.   Focus on power, gender, and ethnicity in a comparative framework of    analysis.",,History,508
1254,01:508:342,"China, 1800 to the Present (3)","Continuity and change in Chinese society, politics,   culture, international relations, and the economy.   Industrialization, rural life, nationalism, socialism, the party-state,   gender issues, democracy movements.",,History,508
1255,01:508:344,China's Socialist Revolution   (3),"History of socialism and revolution in China, emphasizing rise of
Chinese Communist Party, its victory in 1949, and post-1949 People's
Republic of China.",,History,508
1256,01:508:346,Women in Chinese History (3),Dual focus: women and womanhood in history; Chinese   history through women's eyes. From imperial times to present day.,Credit not given for both this course and 01:988:348.,History,508
1257,01:508:352,Japan's Rise to World Power (3),"Japan's emergence from 1800 to present. The path to industrialization,
military expansion, and postwar recovery. Emphasis on changing
lifestyles depicted in literature and film.",,History,508
1258,01:508:360,The History of Brazil (3),"Social, economic, and political developments of the   Colonial Period, the Independence Movement, the Empire, the First Republic,   the era of Getulio Vargas, and the Second Republic.",,History,508
1259,01:508:362,Mexico (3),Surveys Mexican history from pre-Columbian times to   the present with special emphasis on the 20th century and the Mexican   Revolution.,,History,508
1260,01:508:364,Environmental History of Latin   America (3),"Mutual reshaping of physical environment and human   society in Latin America, from pre-Colombian through contemporary times.",Credit not given for both this course and 01:590:364.,History,508
1261,01:508:365,Revolution in Latin America (3),"Compares and contrasts the causes and effects of major   revolutionary movements in 20th-century Latin America: Mexico,   Bolivia, Cuba, and Central America.",(Formerly 01:508:460),History,508
1262,01:508:367,The Afro-Latin American Experience   (3),Examines profound impact of African diaspora on Latin   American societies where persons of African descent represent significant   minorities and numerical majorities. Explores how Afro-Latin Americans   remember the past and experience the present.,,History,508
1263,01:508:368,Latin American Social History (3),"Impact of economic development, immigration, and   urbanization on lower- and middle-class life in the 19th and 20th centuries through literary   and anthropological as well as historical sources.",(Formerly 01:508:462) Credit not given both for   this course and 01:836:462.,History,508
1264,01:508:369,Gender in Latin American History (3),Study of the position of men and women in Latin   American society from pre-European times to the present.,,History,508
1265,01:508:370,The History of Cuba (3),Study of Cuba from pre-Columbian times to the present   day. Deals with the long battle for freedom during the 19th and 20th   centuries.,Credit not given for both this course and 01:836:390.,History,508
1266,01:508:371,History of Puerto Rico (3),"Examination from pre-Columbian to present times. Focus   on Spanish colonial policy, slavery and land tenure systems, emergence of   national identity, U.S. invasion and rapid economic changes, and population   control and migration.",Credit not given for both this course and 01:836:371.,History,508
1267,01:508:372,History of the Dominican Republic (3),"From French invasion of Hispaniola to present. Role in   Spanish Empire, U.S. control in transition to sugar economy, Trujillismo,   U.S. invasion in 1965, and impact of migration on society.",Credit not given for both this course and 01:836:372.,History,508
1268,01:508:374,Comparative Slavery in the Caribbean   (3),Analysis of different institutions of slavery in the   Caribbean and the rise of the plantation societies. Investigating the   effects on Europe and the eastern hemisphere and its legacy.,Credit not given for both this course and 01:836:300.,History,508
1269,01:508:379,Native American History I (3),Examines the images and realities of Native American   cultures and histories from America before Columbus through the early   period of European-Native American interaction.,(Formerly 01:508:280),History,508
1270,01:508:380,Native American History II (3),Examines the images and realities of Native American   cultures and histories from the early 19th century through the present   day.,,History,508
1271,01:508:383,History of Native American Women (3),Explores the lives and experiences of Native American   women from 16th-century contact with Europeans through the present day   United States.,Credit not given for both this course and 01:988:387.,History,508
1272,01:508:392,"Historical Studies (3,3)",Separate sections focusing on different topics at   different times and in different areas. Specific titles available at time   of registration.,,History,508
1272,01:508:391,"Historical Studies (3,3)",Separate sections focusing on different topics at   different times and in different areas. Specific titles available at time   of registration.,,History,508
1273,01:508:409,"Crusader States Syria-Palestine,   1099-1291 (3)","Origins, development, and extinction of the Crusader   states in Syria-Palestine. Dynamics of Crusader colonialism and   interactions with Muslims, Jews, and eastern Christians.",(Formerly 01:510:409),History,508
1274,01:508:410,"Medieval Turkey, 1071-1481 (3)","Origins and development of Turkish states in Asia   Minor including Seljuq Sultanate of Rum, its successor beyliks, and   early Ottoman Empire.",Credit not given for this course and 01:685:410.,History,508
1275,01:508:420,African Labor History (3),"African labor history: precolonial labor mobilization,   control and resistance; working-class formation; the labor process and   worker consciousness.",Credit not given for both this course and 01:014:367.,History,508
1276,01:508:422,African Cultural History (3),"Changes in family life, sex roles, rural and urban   communities, religion, education, and art and literature during the 19th   and 20th centuries. Primarily sub-Saharan Africa.",,History,508
1277,01:508:429,Research in African Historical   Studies (3),Construction of the African past through extended   study of sources for one region or theme. Requires research paper based    on primary sources.,,History,508
1278,01:508:442,China's Foreign Relations (3),"China's role in international affairs during the transition from the
""unequal treaties system"" to Soviet-bloc membership to participation in
the international community.",,History,508
1279,01:508:450,Society and Culture in Japan (3),"Topical approach to traditional Japanese history.   Focus on social institutions, the courtly and martial arts, and the   endurance of traditional values in postindustrial Japan.",,History,508
1280,01:508:468,Issues in African-Brazilian History   (3),"Overview of history of largest African diaspora   community in the world. Critical analysis of major issues in   African-Atlantic diaspora studies. Selected readings in literature,   oral history, African-Brazilian movement documents, and iconography.",Open to juniors and seniors only. Credit not given for   both this course and 01:014:410 or 01:590:410.,History,508
1281,01:510:101,Development of Europe I (3),Introductory survey of European history from ancient   times to the early modern period. Introduction to historical interpretation   and historical inquiry.,,History,510
1282,01:510:102,Development of Europe II (3),Introductory survey of European history from the early   modern period to the present. Introduction to historical interpretation and   historical inquiry.,,History,510
1283,01:510:201,Ancient Greece (3),"Civilization of the eastern Mediterranean world in   ancient times, with emphasis on the origins of Western civilization and the   Greek contribution to Western culture.",,History,510
1284,01:510:202,Ancient Rome (3),"The Roman Republic and the Empire, with emphasis on   the rise and decline of a Mediterranean world civilization under Roman   leadership.",,History,510
1285,01:510:205,Byzantium: The Imperial Age (3),"Development of the medieval Greek state and its   civilization, 7th through 13th centuries. Key themes of history and   culture (political theory, theology, literature, art). Relations with the   Slavs, Arabs, Turks, and the West.",,History,510
1286,01:510:207,Byzantium: The Last Centuries (3),"Development of Byzantine society and culture from the   Latin crisis (1204-1261) through the Turkish conquest (1453),   including the Byzantine impact on West European, Slavic, and Ottoman   cultures.",,History,510
1287,01:510:209,"Emergence of Medieval Europe,   400-1150 (3)","Europe from the fall of Rome through the Dark Ages and   into the feudal age-the era of Charlemagne, the Vikings, and    the Crusades.",Credit not given for both this course and 01:667:281.,History,510
1288,01:510:211,"Harvest of the Middle Ages,   1150-1520 (3)","From feudalism to the Protestant Reformation, with   emphasis on social and economic developments. Religious, political,   institutional, and cultural changes.",Credit not given for both this course and 01:667:282.,History,510
1289,01:510:213,The Crusades (3),"Ideology and expressions of the crusades, 11th to 14th   centuries, including crusades against Muslims, heretics, and other papal    enemies. Extensive use of film.",Credit not given for both this course and 01:685:213.,History,510
1290,01:510:245,"The Arts of Power: Ritual, Myth, and    Propaganda (3)","Investigates how paintings, movies, poems, and   ceremonies have been manipulated to bolster the political authority of   rulers, including Louis XIV, Lincoln, Hitler, and Elizabeth II.",,History,510
1291,01:510:253,History of Witchcraft and Magic (3),"Witchcraft in relation to the history of religion; the   phenomena of crime, deviance, and demographic change; and the   history of women in Europe and America.",Credit not given for both this course and 01:988:253.,History,510
1292,01:510:260,Remembering the Shtetl (3),"How Jewish life in East European small towns has been   documented and recalled from 19th century to present in fiction, art,   ethnography, film, memoir.",Credit not given for both this course and 01:563:210.,History,510
1293,01:510:261,History of the Holocaust (3),"Development of anti-Semitism in modern European   history culminating in the ""Final Solution""; special   emphasis on Jewish responses and resistance.",Credit not given for both this course and 01:563:261.,History,510
1294,01:510:271,Russia and the West (3),Formation of traditional Russian society in isolation   from the West; the impact of the West on Russia from Peter the Great to    the present.,,History,510
1295,01:510:300,Greek and Roman Slavery (3),"Social, economic, legal, and political aspects of   slavery in Ancient Greece and Rome. The sources and numbers of slaves,   forms of servitude, manumission, slave labor.",Credit not given for both this course and 01:190:300.,History,510
1296,01:510:301,Early Greece (3),History of the Greek world from Minoan Crete through   the Persian War. Readings (in translation) range from Homer through   Herodotus.,,History,510
1297,01:510:302,Classical Greece (3),"Greek history from the Persian War to the Macedonian   conquest of Greece. Readings (in translation) from Thucydides, Xenophon,   Demosthenes, Plutarch, and others.",,History,510
1298,01:510:303,Hellenistic World (3),"Expansion and development of Greek culture from   Alexander through the successor kingdoms in Greece, Egypt, Syria-Palestine,   and Asia Minor.",,History,510
1299,01:510:304,The Rise of the Roman Republic (3),"Roman political, social, and cultural history from the   beginning of urban settlement through the emergence of the Roman state   as the dominant power in the Mediterranean basin to the end of the second   century b.c.",,History,510
1300,01:510:305,The Crisis of the Roman Republic (3),"Roman political, social, and cultural history during the crisis of the
late republic from 133 B.C., the tribunate of Tiberius Gracchus,
through the establishment of the principate by the emperor Augustus.",,History,510
1301,01:510:306,Roman Empire (3),"Political, social, and intellectual developments of the imperial period
until the age of Constantine, with emphasis on the first two centuries
A.D.",(Formerly 01:510:305),History,510
1302,01:510:307,The Roman World in Late Antiquity (3),"Development of the Roman state and society from the   late third through early seventh centuries.   The transformation of the late classical world, and the origins of   Byzantium and the medieval West.",(Formerly 01:510:306),History,510
1303,01:510:308,Ancient Cultural and Intellectual   History (3),"Aspects of cultural, religious, and intellectual   developments in the classical world.",(Formerly 01:510:307),History,510
1304,01:510:309,A History of Western Morals:   Antiquity and Middle Ages (3),"Examines the formative period of moral ideas in   Western civilization in ancient Greek, Roman,   and Hebrew societies, then traces the evolution of those ideas through   the Middle Ages.",,History,510
1305,01:510:313,Renaissance in the Middle Ages (3),"Transmission and appropriation of classical culture in   the patristic age; Irish, Carolingian, 12th-century, and early Italian   Renaissance; social and political bases of these movements.",,History,510
1306,01:510:315,Reform and Dissent in the Middle Ages   (3),"Christian unity and its implementation, church   structure, canon law, monastic reform, conciliar movement, academic and   popular heresy, church-state relations, with emphasis on Italy and   Germany.   Integrated, interdisciplinary study of the age of the   Renaissance in Italy and northern Europe from 1300 to 1550.",(Formerly 01:510:417),History,510
1307,01:510:317,The Renaissance (3),"Integrated, interdisciplinary study of the age of the Renaissance in Italy and northern Europe from 1300 to 1550.",,History,510
1308,01:510:318,Era of World War I (3),"Causes, course, annd consequences of World War I in the light of political, social, and military forces.",(Formerly 01:510:417),History,510
1309,01:510:319,"The Age of Reformation, 1500-1648 (3)",The Protestant and Catholic reformations and their significance for European society.,,History,510
1310,01:510:320,Women in Antiquity (3),"Women in the ancient societies of Greece and Rome.   Their roles and images in the social, legal, political, domestic,   philosophical, and artistic spheres examined using primary sources.",(Formerly 01:510:251),History,510
1311,01:510:321,The Age of Enlightenment (3),"Eighteenth-century European philosophy and   philosophers examined within their historical contexts. The role of   ideas in movements for social, moral, and political change.",,History,510
1312,01:510:325,Nineteenth-Century Europe (3),"Examination of the formative period of modern Europe,   including the industrial and democratic   revolutions, nationalism, imperialism, and   the crises culminating in World War I.",,History,510
1313,01:510:327,Twentieth-Century Europe (3),"Major economic and social forces shaping life in   20th-century Europe, and efforts of major social groups to cope with and   shape these forces.",,History,510
1314,01:510:329,Medieval Culture and Society (3),"Topics in medieval religions, political, intellectual,   and social history; thematic focus varies by instructor.",,History,510
1315,01:510:333,"France, Old Regime, and Revolution   (3)","French history from Louis XIV to the fall of Napoleon.   The absolutist state   and the impact of revolution, stressing the interplay of political, social, cultural, and economic history.",,History,510
1316,01:510:335,Modern France (3),"History of France from the fall of Napoleon to the   present, with particular emphasis on the relation of political   developments to social, intellectual, and economic change.",,History,510
